,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Squad,League
2153,Fabián Ruiz Peña,es ESP,MF,29-038,29,20,1864.0,20.7,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,4.3,4.3,4.6,8.9,46.0,196.0,88.0,0.19,0.19,0.39,0.19,0.39,0.21,0.22,0.43,0.21,0.43,Matches,Paris-Saint-Germain,Ligue-1
2154,Vitinha,pt POR,MF,25-087,28,19,1952.0,21.7,5.0,1.0,6.0,3.0,2.0,2.0,1.0,0.0,3.4,1.8,2.0,3.8,52.0,210.0,55.0,0.23,0.05,0.28,0.14,0.18,0.16,0.09,0.25,0.08,0.18,Matches,Paris-Saint-Germain,Ligue-1
2155,Lee Kang-in,kr KOR,"FW,MF",24-081,30,19,1663.0,18.5,6.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,3.5,3.5,5.6,9.1,50.0,143.0,138.0,0.32,0.32,0.65,0.32,0.65,0.19,0.3,0.5,0.19,0.5,Matches,Paris-Saint-Germain,Ligue-1
2156,Ousmane Dembélé,fr FRA,FW,27-361,28,19,1657.0,18.4,21.0,6.0,27.0,20.0,1.0,1.0,1.0,0.0,15.6,14.8,8.2,23.1,126.0,132.0,241.0,1.14,0.33,1.47,1.09,1.41,0.85,0.45,1.3,0.81,1.25,Matches,Paris-Saint-Germain,Ligue-1
2157,Désiré Doué,fr FRA,"FW,MF",19-342,30,18,1699.0,18.9,6.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,5.1,5.1,7.8,12.9,97.0,137.0,231.0,0.32,0.32,0.64,0.32,0.64,0.27,0.41,0.69,0.27,0.69,Matches,Paris-Saint-Germain,Ligue-1
2158,Marquinhos,br BRA,DF,30-362,21,18,1652.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.8,1.6,25.0,138.0,3.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,Matches,Paris-Saint-Germain,Ligue-1
2159,Nuno Mendes,pt POR,DF,22-326,23,18,1586.0,17.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,4.6,6.7,51.0,117.0,99.0,0.06,0.11,0.17,0.06,0.17,0.12,0.26,0.38,0.12,0.38,Matches,Paris-Saint-Germain,Ligue-1
2160,Gonçalo Ramos,pt POR,FW,23-325,21,12,1049.0,11.7,10.0,3.0,13.0,8.0,2.0,2.0,0.0,0.0,12.8,11.2,2.2,13.4,10.0,24.0,63.0,0.86,0.26,1.12,0.69,0.94,1.1,0.19,1.29,0.96,1.15,Matches,Paris-Saint-Germain,Ligue-1
2161,Lucas Hernández,fr FRA,DF,29-086,16,10,877.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Paris-Saint-Germain,Ligue-1
2162,Khvicha Kvaratskhelia,ge GEO,FW,24-088,13,10,826.0,9.2,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,4.4,7.0,43.0,38.0,115.0,0.22,0.33,0.54,0.22,0.54,0.28,0.48,0.76,0.28,0.76,Matches,Paris-Saint-Germain,Ligue-1
2163,Matvei Safonov,ru RUS,GK,26-075,10,9,879.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Paris-Saint-Germain,Ligue-1
2164,Senny Mayulu,fr FRA,MF,18-359,19,8,777.0,8.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,1.7,4.4,27.0,44.0,55.0,0.23,0.12,0.35,0.23,0.35,0.31,0.2,0.51,0.31,0.51,Matches,Paris-Saint-Germain,Ligue-1
2165,Marco Asensio,es ESP,"FW,MF",29-110,12,8,618.0,6.9,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,5.6,5.6,2.7,8.3,19.0,36.0,49.0,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21,Matches,Paris-Saint-Germain,Ligue-1
2166,Milan Škriniar,sk SVK,DF,30-089,5,4,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Paris-Saint-Germain,Ligue-1
2167,Ibrahim Mbaye,fr FRA,"FW,MF",17-107,9,4,340.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,1.1,2.9,15.0,9.0,54.0,0.26,0.26,0.53,0.26,0.53,0.48,0.3,0.78,0.48,0.78,Matches,Paris-Saint-Germain,Ligue-1
2168,Randal Kolo Muani,fr FRA,FW,26-157,10,2,358.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,4.7,3.9,0.9,4.7,8.0,5.0,35.0,0.5,0.25,0.75,0.25,0.5,1.17,0.21,1.39,0.98,1.19,Matches,Paris-Saint-Germain,Ligue-1
2169,Yoram Zague,fr FRA,"DF,FW",18-361,4,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,5.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Paris-Saint-Germain,Ligue-1
2170,Axel Tapé,fr FRA,"DF,MF",17-274,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches,Paris-Saint-Germain,Ligue-1
2171,Arnau Tenas,es ESP,GK,23-346,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.21,0.21,0.0,0.21,Matches,Paris-Saint-Germain,Ligue-1
2172,Noham Kamara,fr FRA,DF,18-109,2,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Paris-Saint-Germain,Ligue-1
2173,Presnel Kimpembe,fr FRA,DF,29-271,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Paris-Saint-Germain,Ligue-1
2174,Yehvann Diouf,fr FRA,GK,25-177,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2175,Valentin Atangana Edoa,fr FRA,MF,19-260,33,32,2767.0,30.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.5,2.5,1.1,3.5,40.0,92.0,38.0,0.03,0.0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11,Matches,Reims,Ligue-1
2176,Keito Nakamura,jp JPN,"FW,MF",24-288,32,31,2649.0,29.4,11.0,2.0,13.0,11.0,0.0,0.0,5.0,0.0,9.1,9.1,2.9,12.1,90.0,82.0,197.0,0.37,0.07,0.44,0.37,0.44,0.31,0.1,0.41,0.31,0.41,Matches,Reims,Ligue-1
2177,Junya Ito,jp JPN,"FW,MF",32-064,32,30,2622.0,29.1,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,4.6,4.6,7.1,11.7,100.0,131.0,255.0,0.14,0.1,0.24,0.14,0.24,0.16,0.24,0.4,0.16,0.4,Matches,Reims,Ligue-1
2178,Sergio Akieme,es ESP,DF,27-147,29,28,2433.0,27.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,2.5,4.0,54.0,86.0,93.0,0.04,0.11,0.15,0.04,0.15,0.05,0.09,0.15,0.05,0.15,Matches,Reims,Ligue-1
2179,Cédric Kipré,ci CIV,DF,28-154,27,25,2100.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.6,0.6,1.3,2.0,16.0,75.0,3.0,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08,Matches,Reims,Ligue-1
2180,Aurélio Buta,pt POR,DF,28-091,26,23,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.8,1.1,28.0,82.0,63.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches,Reims,Ligue-1
2181,Oumar Diakité,ci CIV,FW,21-143,25,20,1625.0,18.1,4.0,1.0,5.0,4.0,0.0,1.0,6.0,0.0,5.5,4.7,1.1,5.8,24.0,44.0,93.0,0.22,0.06,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32,Matches,Reims,Ligue-1
2182,Marshall Munetsi,zw ZIM,MF,28-324,19,19,1692.0,18.8,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,2.0,5.9,8.0,26.0,48.0,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32,Matches,Reims,Ligue-1
2183,Joseph Okumu,ke KEN,DF,27-351,21,19,1605.0,17.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.1,1.2,18.0,115.0,1.0,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.06,0.06,0.06,Matches,Reims,Ligue-1
2184,Amadou Koné,ml MLI,MF,19-363,23,16,1224.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,0.3,0.8,19.0,67.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Reims,Ligue-1
2185,Emmanuel Agbadou,ci CIV,DF,27-329,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Reims,Ligue-1
2186,Mory Gbane,ci CIV,"DF,MF",24-138,12,12,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.7,3.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Reims,Ligue-1
2187,Nhoa Sangui,fr FRA,"DF,MF",19-074,25,10,1136.0,12.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,21.0,45.0,53.0,0.0,0.16,0.16,0.0,0.16,0.01,0.04,0.05,0.01,0.05,Matches,Reims,Ligue-1
2188,Teddy Teuma,mt MLT,MF,31-224,17,9,750.0,8.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.4,0.6,1.1,1.7,9.0,47.0,34.0,0.12,0.0,0.12,0.0,0.0,0.17,0.13,0.3,0.07,0.21,Matches,Reims,Ligue-1
2189,Hiroki Sekine,jp JPN,DF,22-274,14,8,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,20.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,Reims,Ligue-1
2190,Yaya Kader Fofana,ml MLI,"MF,FW",20-334,12,8,634.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.7,2.3,19.0,22.0,29.0,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32,Matches,Reims,Ligue-1
2191,Mamadou Diakhon,fr FRA,"FW,MF",19-232,28,5,858.0,9.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.1,2.2,61.0,17.0,77.0,0.21,0.1,0.31,0.21,0.31,0.11,0.12,0.23,0.11,0.23,Matches,Reims,Ligue-1
2192,John Joe,ie IRL,MF,21-200,12,5,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,6.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches,Reims,Ligue-1
2193,Jordan Pefok,us USA,FW,29-016,6,5,311.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,2.0,4.0,7.0,0.29,0.0,0.29,0.29,0.29,0.25,0.2,0.45,0.25,0.45,Matches,Reims,Ligue-1
2194,Amine Salama,fr FRA,FW,24-298,17,2,373.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,12.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,Matches,Reims,Ligue-1
2195,Hafiz Ibrahim,ng NGA,FW,19-143,10,2,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.6,1.1,6.0,2.0,15.0,0.0,0.24,0.24,0.0,0.24,0.12,0.14,0.27,0.12,0.27,Matches,Reims,Ligue-1
2196,Thibault De Smet,be BEL,DF,26-341,5,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Reims,Ligue-1
2197,Ange Martial Tia,ml MLI,MF,18-173,5,2,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.84,0.01,0.85,0.84,0.85,Matches,Reims,Ligue-1
2198,Malcolm Jeng,se SWE,DF,20-064,3,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2199,Abdoul Koné,fr FRA,DF,20-020,4,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2200,Gabriel Moscardo,br BRA,"MF,DF",19-226,6,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Reims,Ligue-1
2201,Reda Khadra,de GER,"MF,FW",23-312,4,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Reims,Ligue-1
2202,Niama Sissoko,ml MLI,"FW,MF",19-147,4,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,Reims,Ligue-1
2203,Martin Adeline,fr FRA,MF,21-161,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2204,Eloge Zabi,ci CIV,"DF,MF",18-230,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2205,Mohamed Daramy,dk DEN,FW,23-125,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.51,0.2,0.51,Matches,Reims,Ligue-1
2206,Mohamed Bamba,ci CIV,MF,20-216,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2207,Ike Orazi,ie IRL,MF,17-335,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reims,Ligue-1
2208,Adrien Truffert,fr FRA,"DF,MF",23-172,32,30,2662.0,29.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.4,2.3,3.2,5.5,65.0,102.0,239.0,0.07,0.07,0.14,0.07,0.14,0.08,0.11,0.19,0.08,0.19,Matches,Rennes,Ligue-1
2209,Arnaud Kalimuendo,fr FRA,"FW,MF",23-111,32,30,2488.0,27.6,17.0,3.0,20.0,12.0,5.0,8.0,2.0,0.0,14.9,8.8,2.0,10.8,47.0,71.0,164.0,0.61,0.11,0.72,0.43,0.54,0.54,0.07,0.61,0.32,0.39,Matches,Rennes,Ligue-1
2210,Lorenz Assignon,tg TOG,"DF,MF",24-323,31,26,2267.0,25.2,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,2.2,2.2,3.5,5.7,93.0,112.0,199.0,0.12,0.16,0.28,0.12,0.28,0.09,0.14,0.23,0.09,0.23,Matches,Rennes,Ligue-1
2211,Ludovic Blas,fr FRA,"MF,FW",27-131,28,25,2223.0,24.7,6.0,8.0,14.0,6.0,0.0,0.0,6.0,0.0,5.0,5.0,4.6,9.6,83.0,113.0,184.0,0.24,0.32,0.57,0.24,0.57,0.2,0.19,0.39,0.2,0.39,Matches,Rennes,Ligue-1
2212,Azor Matusiwa,nl NED,MF,27-013,28,22,2018.0,22.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.8,3.0,17.0,131.0,24.0,0.04,0.13,0.18,0.04,0.18,0.05,0.08,0.13,0.05,0.13,Matches,Rennes,Ligue-1
2213,Hans Hateboer,nl NED,DF,31-122,26,18,1684.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.5,1.9,28.0,92.0,63.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches,Rennes,Ligue-1
2214,Steve Mandanda,fr FRA,GK,40-044,17,17,1485.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Rennes,Ligue-1
2215,Christopher Wooh,cm CMR,DF,23-235,20,17,1456.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.3,1.3,0.1,1.4,14.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09,Matches,Rennes,Ligue-1
2216,Brice Samba,fr FRA,GK,31-016,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rennes,Ligue-1
2217,Leo Skiri Østigård,no NOR,DF,25-164,16,14,1227.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,0.9,3.0,50.0,1.0,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches,Rennes,Ligue-1
2218,Jordan James,wls WAL,MF,20-313,22,14,1148.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.9,2.8,21.0,66.0,15.0,0.0,0.08,0.08,0.0,0.08,0.07,0.15,0.22,0.07,0.22,Matches,Rennes,Ligue-1
2219,Lilian Brassier,fr FRA,DF,25-190,13,13,1144.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.7,21.0,72.0,11.0,0.08,0.0,0.08,0.08,0.08,0.12,0.02,0.14,0.12,0.14,Matches,Rennes,Ligue-1
2220,Djaoui Cissé,fr FRA,MF,21-100,13,13,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.7,16.0,83.0,13.0,0.09,0.0,0.09,0.09,0.09,0.04,0.02,0.06,0.04,0.06,Matches,Rennes,Ligue-1
2221,Amine Gouiri,dz ALG,"MF,FW",25-084,19,11,1037.0,11.5,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,3.5,3.5,0.4,3.9,22.0,46.0,63.0,0.26,0.17,0.43,0.26,0.43,0.3,0.03,0.34,0.3,0.34,Matches,Rennes,Ligue-1
2222,Anthony Rouault,fr FRA,DF,23-347,10,10,882.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Rennes,Ligue-1
2223,Jérémy Jacquet,fr FRA,DF,19-302,10,10,867.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,7.0,39.0,4.0,0.0,0.1,0.1,0.0,0.1,0.08,0.08,0.17,0.08,0.17,Matches,Rennes,Ligue-1
2224,Alidu Seidu,gh GHA,DF,24-341,11,10,803.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,23.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Rennes,Ligue-1
2225,Seko Fofana,ci CIV,MF,30-004,15,9,814.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,0.8,2.6,31.0,72.0,37.0,0.11,0.11,0.22,0.11,0.22,0.19,0.09,0.28,0.19,0.28,Matches,Rennes,Ligue-1
2226,Albert Grønbaek,dk DEN,"MF,FW",23-353,16,9,813.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,1.0,2.5,23.0,30.0,58.0,0.22,0.11,0.33,0.22,0.33,0.17,0.12,0.28,0.17,0.28,Matches,Rennes,Ligue-1
2227,Glen Kamara,fi FIN,MF,29-195,13,8,662.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,5.0,34.0,22.0,0.0,0.14,0.14,0.0,0.14,0.02,0.02,0.05,0.02,0.05,Matches,Rennes,Ligue-1
2228,Mikayil Ngor Faye,sn SEN,DF,20-301,11,7,688.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,12.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Rennes,Ligue-1
2229,Musa Al-Taamari,jo JOR,"FW,MF",27-335,11,7,567.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,1.3,3.8,21.0,8.0,39.0,0.16,0.0,0.16,0.16,0.16,0.39,0.21,0.6,0.39,0.6,Matches,Rennes,Ligue-1
2230,Mohamed Meité,fr FRA,FW,17-212,12,5,544.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,0.6,3.1,8.0,6.0,37.0,0.33,0.0,0.33,0.33,0.33,0.41,0.1,0.51,0.41,0.51,Matches,Rennes,Ligue-1
2231,Baptiste Santamaria,fr FRA,MF,30-063,10,5,482.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,28.0,9.0,0.0,0.19,0.19,0.0,0.19,0.02,0.05,0.07,0.02,0.07,Matches,Rennes,Ligue-1
2232,Mahamadou Nagida,cm CMR,DF,19-317,12,4,430.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.3,1.8,22.0,15.0,55.0,0.42,0.0,0.42,0.42,0.42,0.31,0.07,0.38,0.31,0.38,Matches,Rennes,Ligue-1
2233,Ismaël Koné,ca CAN,MF,22-339,12,3,409.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.3,1.5,15.0,28.0,16.0,0.22,0.22,0.44,0.22,0.44,0.03,0.29,0.32,0.03,0.32,Matches,Rennes,Ligue-1
2234,Jota,pt POR,"FW,MF",26-042,9,3,334.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,13.0,16.0,35.0,0.27,0.0,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44,Matches,Rennes,Ligue-1
2235,Kazeem Olaigbe,be BEL,"MF,FW",22-129,9,3,279.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,1.5,16.0,17.0,30.0,0.0,0.32,0.32,0.0,0.32,0.1,0.37,0.48,0.1,0.48,Matches,Rennes,Ligue-1
2236,Carlos Gómez,co COL,"MF,DF",22-241,16,2,351.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.5,8.0,9.0,44.0,0.51,0.0,0.51,0.51,0.51,0.06,0.06,0.12,0.06,0.12,Matches,Rennes,Ligue-1
2237,Kyogo Furuhashi,jp JPN,FW,30-111,6,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Rennes,Ligue-1
2238,Benjamin Bourigeaud,fr FRA,MF,31-117,1,1,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,4.0,1.13,0.0,1.13,1.13,1.13,0.17,0.0,0.17,0.17,0.17,Matches,Rennes,Ligue-1
2239,Henrik Meister,dk DEN,FW,21-175,4,0,63.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,2.0,1.0,4.0,1.43,0.0,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45,Matches,Rennes,Ligue-1
2240,Naouirou Ahamada,fr FRA,"MF,FW",23-043,3,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Rennes,Ligue-1
